frase	duracao_media_masculino	total_classificacoes_masculino	classificacao_majoritaria_masculino	votos_maioria_masculino	total_positiva_masculino	total_negativa_masculino	total_neutra_masculino	duracao_media_feminino	total_classificacoes_feminino	classificacao_majoritaria_feminino	votos_maioria_feminino	total_positiva_feminino	total_negativa_feminino	total_neutra_feminino	concordancia_grupos
Sabe aquela pessoa que você se identifica logo de cara, almoça junto todos os dias e acaba ficando amigo?	26.17725	4	negativa	4	0	4	0	10.280500000000002	4	negativa	4	0	4	0	1
Gravei um filme na TV, e agora apeteceu-me ir vê-lo.	10.46475	4	negativa	4	0	4	0	9.535	4	negativa	3	0	3	1	1
Dono do sorriso mais bonito, dos olhos mais azuis do planeta.	6.25425	4	positiva	3	3	0	1	4.80125	4	positiva	4	4	0	0	1
E não foi a primeira vez, ela sempre mente.	4.3665	4	neutra	4	0	0	4	4.02825	4	neutra	3	1	0	3	1
Senti um choque e um calor pelo corpo todo por essa situação inusitada.	6.92825	4	positiva	4	4	0	0	3.12575	4	positiva	3	3	0	1	1
Acordei atrasada, com aquela vontade de ficar na cama, aquela vontade de não fazer nada, simplesmente, vegetar!	2.82175	4	negativa	4	0	4	0	3.8404999999999996	4	negativa	4	0	4	0	1
Vim pra cá depois que a luz voltou, fiquei olhando a foto dele que tenho.	5.40325	4	negativa	3	0	3	1	5.24925	4	negativa	3	0	3	1	1
Eu fiz o mundo, eu fiz o amor.	6.851749999999999	4	negativa	4	0	4	0	11.042250000000001	4	negativa	3	0	3	1	1
Chegamos ao nosso cantinho: uma maca cercada de cortinas.	4.59525	4	neutra	3	1	0	3	10.165000000000001	4	neutra	3	1	0	3	1
E eu gravo isso, Deus abençoa minha sogra, de paz a ela.	6.007	4	neutra	3	1	0	3	8.099	4	positiva	2	2	1	1	0
Eu amo tanto ele e nunca quero perde-lo, pois ele é o motivo dos meus sorrisos , da minha felicidade!	25.456249999999997	4	positiva	4	4	0	0	4.872999999999999	4	positiva	4	4	0	0	1
Tenho orgulho de mim, mesmo com todos os meus defeitos, problemas e manias, sou satisfeita comigo mesma.	6.89925	4	neutra	4	0	0	4	3.3122500000000006	4	neutra	3	1	0	3	1
Este filme ensina como amar e respeitar a pessoa que você ama.	11.408499999999998	4	positiva	4	4	0	0	4.7387500000000005	4	positiva	3	3	1	0	1
Todos na sala, inclusive meu pai, se levantou, a preocupação era visível na cara de todos.	9.9275	4	positiva	4	4	0	0	4.45175	4	positiva	3	3	0	1	1
Amiga, acabei de ver a foto da Miih com o namorado no seu orkut, não me leve a mal, mas ele já deve ser bem mais velho que ela	5.485250000000001	4	neutra	2	1	1	2	5.00625	4	negativa	4	0	4	0	0
Deus colocará uma pessoa boa em minha vida, que dará todo o amor que eu preciso e quando eu formar minha família eu terei o amparo que nunca tive.	11.34125	4	negativa	4	0	4	0	14.628	4	neutra	3	1	0	3	0
No dia estabelecido, à frente da tenda do feiticeiro, os dois esperavam com as aves dentro de um saco.	21.54	4	positiva	2	2	1	1	5.790750000000001	4	positiva	3	3	0	1	1
Já falei algumas coisas pra ela, mas é complicado falar do namorado alheio né?	5.5375	4	neutra	3	1	0	3	5.1075	4	neutra	3	0	1	3	1
Tudo ia bem ele era do exercito não ganhava muito mais era o suficiente, com 2 anos de casados ele foi promovido a sargento e claro tudo ficou bem melhor financeiramente.	7.7722500000000005	4	neutra	3	0	1	3	11.43075	4	neutra	3	0	1	3	1
Sorte que ELE (namorado) me ligou , o tempo passou bem rápido, conversamos a beça , estamos bem agora.	25.02525	4	positiva	4	4	0	0	7.449499999999999	4	positiva	3	3	0	1	1
Ao contrário, gostaria de estar sempre ao seu lado para te amar e te dar muito carinho.	8.04225	4	positiva	3	3	1	0	6.25775	4	positiva	3	3	0	1	1
Eu já vinha recebendo vários sinais de que não era ele, mas não tinha percebido, e só agora depois disso, parei para olhar a minha volta e vi que não é ele o meu cara.	7.36975	4	negativa	3	0	3	1	6.1865	4	negativa	3	0	3	1	1
Mas foi tranquilo. Deitei e dormi feito um bebê, das duas vezes que eu tomei.	13.982249999999999	4	positiva	4	4	0	0	5.217499999999999	4	positiva	4	4	0	0	1
Pelo menos as matérias da faculdade vão ser mais legaizinhas e mais a ver com o curso.	8.65475	4	negativa	4	0	4	0	11.88875	4	negativa	3	0	3	1	1
Minha mãe aconselhou um dia que quando eu tivesse um grande amor eu deveria lutar por ele e foi oque eu fiz.	8.243	4	neutra	2	1	1	2	7.06625	4	positiva	3	3	0	1	0
E espero que me compreenda, porque não pedi pra me apaixonar, pois quem manda na gente é o coração.	5.8782499999999995	4	positiva	3	3	0	1	5.308	4	positiva	3	3	0	1	1
Esta noite a lua está tão linda, tão perfeita, uma obra prima de Deus.	6.65075	4	positiva	4	4	0	0	6.62425	4	positiva	3	3	0	1	1
Eu me sinto fraca e sufocada pelo meu próprio coração.	5.19775	4	positiva	3	3	0	1	11.229	4	neutra	3	0	1	3	0
Te Amar ao ver o sol nascer pela manhã	3.6375	4	positiva	4	4	0	0	3.19975	4	positiva	3	3	0	1	1
E você merece amor melhor, você merece coisa melhor, um cara melhor.	4.04925	4	negativa	4	0	4	0	5.3875	4	negativa	3	0	3	1	1
Sei que a tristeza excessiva é devido aos efeitos da droga, sei que essa tristeza química vai passar, mas a tristeza real pela vida que levo, esta me acompanha todos os dias.	6.124	4	positiva	4	4	0	0	5.2932500000000005	4	positiva	3	3	0	1	1
Esperar é doloroso, esquecer é doloroso, mas não saber o que fazer é o pior tipo de sofrimento.	7.779499999999999	4	negativa	4	0	4	0	10.51975	4	negativa	4	0	4	0	1
Não acaba uma batalha, a guerra vai continuar, a guerra é destruir as correntes que me separam das minhas aspirações, que me separam dos meus sonhos.	10.44575	4	positiva	4	4	0	0	7.38425	4	positiva	3	3	0	1	1
Declarações de amizade e dos desenhos doidos no caderno de escola.	8.63025	4	negativa	4	0	4	0	6.68275	4	negativa	4	0	4	0	1
Ele me levou pro quarto dele, e lá foi muito bom.	15.81075	4	negativa	3	0	3	1	18.13475	4	negativa	3	1	3	0	1
Sentou em cima de mim e se esfregava em mim gostoso.	4.482	4	positiva	4	4	0	0	3.176	4	positiva	3	3	0	1	1
É meu instrutor, tipo ele fica direto babando meu ovo cara, desde que chego até ir embora.	5.84075	4	neutra	2	1	1	2	5.989000000000001	4	neutra	4	0	0	4	1
Meu pai me segurou pelo braço e queria me levar para tomar o remédio a essa hora eu já estava em uma crise de pânico e não conseguia parar de chorar e nem raciocinava mais.	5.7895	4	positiva	3	3	0	1	3.433	4	positiva	3	3	0	1	1
E ele não se importa se os pais dela não gostam.	38.9085	4	negativa	4	0	4	0	11.975249999999999	4	negativa	4	0	4	0	1
Bom se amar é pensar em você 24hs por dia, sair na rua pensando que posso cruzar com você a qualquer instante e fechar os olhos e ver seu rosto, pode até ser amor!	3.99825	4	negativa	2	1	2	1	9.742999999999999	4	neutra	3	0	1	3	0
Hoje é meu primeiro dia aqui, to adorando !	20.6435	4	positiva	4	4	0	0	9.29175	4	positiva	3	3	0	1	1
Bom hoje eu e minhas amigas tivemos a ideia de fazer o Jogo da Caneta.	5.809	4	negativa	4	0	4	0	5.97725	4	negativa	4	0	4	0	1
Todos os momentos que eu estou perdendo com você.	3.2604999999999995	4	positiva	4	4	0	0	3.7165	4	positiva	3	3	0	1	1
Olha eu não sou muito alta, mas o suficiente para a minha idade e sou abaixo do peso ideal.	4.827500000000001	4	neutra	3	1	0	3	5.24625	4	neutra	4	0	0	4	1
Quando me abraça sinto-me protegida.	4.5035	4	negativa	4	0	4	0	4.82625	4	negativa	3	0	3	1	1
Os verdadeiros amigos são anjos!	14.807	4	neutra	3	1	0	3	7.5802499999999995	4	neutra	4	0	0	4	1
E quando finalmente cruzar a estrada, verás o caminho que te aguarda e o seu grande amor a lhe esperar.	29.5395	4	positiva	4	4	0	0	4.83025	4	positiva	3	3	0	1	1
Os meninos tentavam acordar o homem de todas as formas de nada de homem acordar, entao eu decidi eu mesma acordar o sujeito.	2.0365	4	positiva	4	4	0	0	2.23175	4	positiva	3	3	0	1	1
Mesmo quando esse alguém, te dá provas do quanto ele não está interessado, você continua arrumando meios de reverter isso.	7.0440000000000005	4	positiva	4	4	0	0	9.95575	4	positiva	3	3	0	1	1
Ela se interessa por todos os seus assuntos sem pé e sem cabeça.	7.35675	4	neutra	3	0	1	3	8.29375	4	neutra	4	0	0	4	1
Somos estrelas, somos nossa própria luz.	6.72725	4	positiva	2	2	1	1	10.8385	4	negativa	3	0	3	1	0
Parece que sempre sigo o caminho mais complicado, estou cansada de ser tudo tao dramático.	3.4	4	positiva	4	4	0	0	2.9815	4	positiva	4	4	0	0	1
Quando o telefone toca,já me acelera o coração	6.451499999999999	4	negativa	3	0	3	1	6.6615	4	negativa	4	0	4	0	1
Minha mãe tirou uma foto minha com ele, com minha sobrinha e com nossa amiga(a que nos apresentou) que trabalha com ele, ela tem 42 anos.	7.13	4	negativa	4	0	4	0	8.43575	4	negativa	4	0	4	0	1
Quando um brisa acariciar sua pele, será meu suspiro a passar.	4.76325	4	positiva	2	2	1	1	6.18375	4	positiva	3	3	0	1	1
Sou bem organizada, paranoica, tenho nojo de quase tudo.	6.6785000000000005	4	neutra	4	0	0	4	7.465	4	neutra	4	0	0	4	1
Eu nunca amei ninguém como eu te amei.	10.029	4	positiva	3	3	0	1	4.933999999999999	4	positiva	3	3	0	1	1
CLARO QUE NÃO DEIXEI... QUE ÓDIO, SERÁ QUE MINHA IRMÃ NÃO VE QUE ELE NÃO PRESTA.	6.0760000000000005	4	negativa	4	0	4	0	6.11825	4	neutra	3	0	1	3	0
Chegando lá falei com minhas amigas e fui para o corredor aonde eu espero meu namorado todos os dias até 7:20, ele então chegou guardou seus materiais e veio falar comigo.	3.7475000000000005	4	positiva	3	3	1	0	4.90175	4	positiva	3	3	0	1	1
Eu estou apaixonada pelo meu melhor amigo.	5.54875	4	negativa	4	0	4	0	5.6682500000000005	4	negativa	4	0	4	0	1
Mas, o maior deles, é o ódio.	12.25775	4	neutra	4	0	0	4	13.274750000000001	4	neutra	4	0	0	4	1
Não, agora você tá ótima!	7.75	4	positiva	3	3	0	1	4.623	4	positiva	3	3	0	1	1
Meu carro que gostaria de comprar vai ter que esperar afinal não sabia que coisas para casa saiam tão caro, tudo parecia um sonho ou melhor um pesadelo.	3.4372499999999997	4	negativa	4	0	4	0	3.80275	4	negativa	3	0	3	1	1
Porque o mesmo garoto que tem coragem de chegar para falar com você, tem coragem o suficiente pra ir falar com outra menina minutos depois, e repetir as mesmas palavras pra chegar onde ele quer.	131.75725	4	positiva	3	3	0	1	2.47175	4	positiva	3	3	0	1	1
Saímos da fabrica, e fomos ao lugar próximo com poucas estrelas, mas viável, chegando no quarto um stand não era muito bonito, mas como já estávamos um com vontade do outro começamos, mas eu pedi, para me limpar, porque eu manuseio peças com óleo, graxa, etc.	14.63325	4	negativa	3	0	3	1	10.393	4	negativa	4	0	4	0	1
Qualquer lugar que vão, a conta é SEMPRE dividida, igualmente entre os dois.	10.732	4	negativa	4	0	4	0	14.6125	4	negativa	3	0	3	1	1
Estou escrevendo palavras desconexas porque minha mente é desconexa.	5.4145	4	positiva	3	3	0	1	5.59275	4	neutra	4	0	0	4	0
E o velho emocionado ao vê-los tão jovens, tão apaixonados e tão ansiosos por uma palavra.	8.72675	4	negativa	3	1	3	0	12.785250000000001	4	positiva	3	3	0	1	0
A compulsão por doces continua, me dá uma aliviada momentânea.	8.63325	4	positiva	3	3	0	1	7.507	4	positiva	3	3	0	1	1
Já fiz e sofri coisas que me fazem sentir um lixo, passei por situações que não se pode desejar nem ao seu pior inimigo, hoje não vou dar detalhes, mas com o decorrer do tempo falarei sobre isso.	8.04425	4	negativa	4	0	4	0	9.80375	4	negativa	3	1	3	0	1
Então, me sobrou você.	5.943	4	neutra	3	0	1	3	4.264	4	neutra	4	0	0	4	1
Mais dor inútil, nenhuma dor que me ajude crescer ou amadurecer.	9.32125	4	negativa	4	0	4	0	13.34675	4	negativa	4	0	4	0	1
É melhor está sozinho, pois enquanto está sozinho você vela pelo teu coração, em algum lugar alguém também pensa que nem você e um dia vocês se encontrarão.	4.64375	4	neutra	3	0	1	3	4.525	4	neutra	4	0	0	4	1
Ao sentir o gosto doce de uma bebida, será o meu beijo a te esquentar.	5.765000000000001	4	negativa	3	1	3	0	6.91925	4	negativa	3	0	3	1	1
Estava morrendo de vontade de chorar, então eu segurei as lagrimas e disse pra ele que eu não podia olhar pra ele que se eu olhasse meu olho ia começar a lagrimejar.	11.5755	4	positiva	3	3	0	1	9.495000000000001	4	positiva	3	3	0	1	1
Porque será que nunca consegui me sentir completa?	5.602	4	positiva	4	4	0	0	6.0024999999999995	4	positiva	3	3	0	1	1
Eu me apaixonei por um rapaz que é deste site.	120.6415	4	negativa	4	0	4	0	10.657499999999999	4	negativa	3	0	3	1	1
Minha mãe sequer me deixa sair com ela, e leva minha irmã, e depois ela ainda reclama que é a mal amada da história.	3.88675	4	negativa	4	0	4	0	4.49125	4	negativa	4	0	4	0	1
Como se nenhum problema externo pudesse nos atingir!	5.82	4	negativa	4	0	4	0	9.331999999999999	4	negativa	4	0	4	0	1
É maravilhoso saber que a cada dia estamos nos unindo cada vez mais.	5.25925	4	negativa	4	0	4	0	6.26	4	negativa	4	0	4	0	1
De vez em quando temos nossas briguinhas, mas eu amo ele.	4.95925	4	neutra	3	1	0	3	5.204	4	positiva	2	2	1	1	0
Mas dessa vez acabou tudo bem, depois de tanta dor e tanto sofrimento pelas circunstâncias, tudo acabou, bem.	3.4930000000000003	4	positiva	4	4	0	0	4.21125	4	positiva	4	4	0	0	1
Paixão é apenas uma coisa de momento e gostar é diferente de amar.	5.593999999999999	4	positiva	3	3	0	1	6.175749999999999	4	positiva	3	3	0	1	1
Como eu já havia quebrado a cara em um outro relacionamento (aliás, em quase todos) nem dei muita bola, mas depois o conheci melhor e comecei a gostar dele.	8.437	4	positiva	3	3	1	0	7.407	4	positiva	4	4	0	0	1
Minha vontade era pegar nos seios dela, na coxa, beijar o corpo dela todo, estava bem excitado.	4.349	4	positiva	3	3	0	1	6.405	4	neutra	3	1	0	3	0
Às vezes tenho a sensação de que os animais são ligeiramente mais dotados de inteligência do que nós humanos.	10.818999999999999	4	positiva	3	3	0	1	7.8205	4	positiva	3	3	0	1	1
Mas isso, a partir de hoje vai mudar, porque a partir de hoje eu vou empenhar-me ao máximo, e vou conseguir fazer uma dieta saudável para emagrecer.	5.9915	4	positiva	3	3	0	1	6.39525	4	positiva	3	3	0	1	1
Quero toda a tranquilidade para você.	6.78075	4	positiva	3	3	1	0	6.08425	4	positiva	2	2	1	1	1
Bem assim, estava sorrindo pra vida, sem querer algo sério e ele foi me conquistando aos poucos com uma conversinha gostosa.	6.57	4	positiva	4	4	0	0	8.4875	4	positiva	3	3	1	0	1
O bom de tudo é que, toda noite antes de dormir, eu oro.	2.3310000000000004	4	positiva	4	4	0	0	2.21625	4	positiva	3	3	0	1	1
Me amou sempre quando eu mais precisei, sempre me apoiou.	7.65475	4	positiva	4	4	0	0	7.754	4	positiva	3	3	0	1	1
Ele sempre fazia propostas de webcam mais hot e eu já cheguei a ficar de calcinha e sutiã, mas isso foi uns bons meses depois.	4.18975	4	positiva	3	3	0	1	3.5275	4	positiva	3	3	0	1	1
Sei muito bem que vou ficar escrevendo e ele vai estar olhando, analisando o que eu tô fazendo.	21.298750000000002	4	positiva	4	4	0	0	4.289	4	positiva	4	4	0	0	1
Tive uma outra fase de mudança de humor na frente dele e ele me ameaçou de terminar o namoro se eu não tomasse os estabilizadores de humor.	11.15175	4	neutra	3	0	1	3	9.047249999999998	4	positiva	3	3	0	1	0
O poder de reação está dentro de cada um de nós.	5.977	4	negativa	2	1	2	1	7.92425	4	neutra	4	0	0	4	0
Que vontade de voltar no tempo, ter você do meu lado, com seu olhar iluminado.	10.5075	4	negativa	4	0	4	0	8.55125	4	negativa	4	0	4	0	1
Senti firmeza no lado dela vi interesse isso me animava.	4.188750000000001	4	positiva	4	4	0	0	3.4682500000000003	4	positiva	3	3	0	1	1
Continuo, por ela e com ela.	4.889749999999999	4	positiva	3	3	1	0	6.701499999999999	4	negativa	3	1	3	0	0
Comecei a cortar meus pulsos a fim de trazer dor física e esquecer a dor emocional.	4.828250000000001	4	positiva	4	4	0	0	5.098	4	positiva	3	3	0	1	1
Meu fim de semana foi razoável, digamos que esperava um pouquinho mais.	3.98475	4	positiva	4	4	0	0	3.1114999999999995	4	positiva	3	3	0	1	1
Pois é, da mesma maneira que você amou ela, eu amo, e estava precisando dela aqui no céu.	3.646	4	negativa	4	0	4	0	4.4365	4	negativa	4	0	4	0	1
Tenho fascínio por alienígenas, tipo, sou louco por eles, acredito em alienígenas e já vi um óvni a alguns meses.	4.96175	4	negativa	2	1	2	1	8.0515	4	neutra	2	1	1	2	0
Eu te amo, e jamais vou deixar você na mão.	10.725	4	positiva	2	2	1	1	10.18125	4	neutra	2	1	1	2	0
Equações são mesmo muito legais de se fazer.	6.29425	4	neutra	4	0	0	4	6.953749999999999	4	positiva	3	3	0	1	0
Em poucos minutos, Helen gozou de um jeito que nunca tinha visto, era verdadeiro, era muito mais do que um simples sexo.	2.7047499999999998	4	positiva	4	4	0	0	3.10025	4	positiva	4	4	0	0	1
Meu avô , me ensinando o dever de casa e tentando arrancar meu dente mole.	5.8245000000000005	4	positiva	4	4	0	0	5.536	4	positiva	3	3	0	1	1
Depois de um tempo, estava eu dançando alegremente, como se nada estivesse acontecido.	3.72375	4	negativa	4	0	4	0	3.7882499999999997	4	negativa	3	0	3	1	1
Me perdoa, eu cometi erros imperdoáveis, assim como já perdoei, eu cometi deslizes exagerados, e não foi a primeira vez, eu menti por medo da sua reação, por medo de que você me abandonasse, lutei tanto ao lado desse medo, que de nada me adiantou, o medo só fez com que eu te perdesse.	6.43075	4	positiva	2	2	1	1	6.72375	4	positiva	3	3	0	1	1
Como é pública, o nível é bem elevado.	6.627750000000001	4	positiva	3	3	1	0	3.71325	4	positiva	3	3	0	1	1
Ele disse que não quer que eu me separe, não quer me ver sozinha.	13.282499999999999	4	negativa	4	0	4	0	13.211250000000001	4	negativa	4	0	4	0	1
Começamos nos beijar, ele falou coisas fofas.	6.55925	4	neutra	2	1	1	2	5.468249999999999	4	neutra	3	1	0	3	1
Romance é por tempo indeterminado, enquanto o lance tem tempos contados.	2.632	4	positiva	3	3	0	1	2.88125	4	positiva	4	4	0	0	1
Eu sempre fechava a janela e brigava com você por ela estar aberta.	9.36075	4	negativa	4	0	4	0	10.4315	4	negativa	4	0	4	0	1
Eu queria muito ter a amizade dele, mas ele sempre vem com segundas intenções, estou quase dando um fim nisso, quer dizer de outra forma, excluindo ele.	6.06175	4	neutra	3	1	0	3	13.435500000000001	4	neutra	3	0	1	3	1
Eles decidiram agir da forma mais natural possível.	5.220000000000001	4	negativa	4	0	4	0	6.93675	4	negativa	3	0	3	1	1
Esta história fala sobre o relaciomento entre mulheres.	8.241	4	negativa	4	0	4	0	9.53325	4	negativa	3	0	3	1	1
Num certo dia, brigamos e eu não aguentei e terminei	6.2595	4	neutra	4	0	0	4	4.97575	4	neutra	3	1	0	3	1
Só q tenho medo de não conseguir, de me arrepender, to aflita sem saber o que pensar, queria muito desabafar com uma amiga mas eu não tenho.	3.0445	4	negativa	4	0	4	0	3.1340000000000003	4	negativa	3	0	3	1	1
A única coisa que fizemos foi sexo oral, ele em mim.	3.84225	4	neutra	2	1	1	2	5.3985	4	neutra	4	0	0	4	1
Chegando na casa dele, eu me senti confortável.	8.36975	4	negativa	4	0	4	0	9.978000000000002	4	negativa	4	0	4	0	1
Hoje senti uma saudade bem gostosa de todos e do lugar onde fiquei.	5.23525	4	neutra	2	1	1	2	9.344	4	positiva	3	3	0	1	0
Não tendo mais você, acho que é o que me resta.	2.357	4	positiva	4	4	0	0	2.777	4	positiva	3	3	0	1	1
Ela mesma já disse que ele é super MATERIALISTA e se preocupa muito com ele mesmo.	3.7487499999999994	4	positiva	4	4	0	0	6.6195	4	positiva	4	4	0	0	1
Eu discuti ontem com minha avo, minha madrinha porque ela não confiou em mim para ir na padaria pra compra pão, mandou meu avo seguir.	4.9295	4	negativa	4	0	4	0	4.9005	4	negativa	4	0	4	0	1
Estou aqui, sentindo o gosto da droga que ainda escorre goela a dentro descendo do meu nariz, estou depressivo, beirando ao desespero e com uma tristeza imensa.	7.2425	4	negativa	3	0	3	1	8.22325	4	negativa	4	0	4	0	1
